,0
Model,XGBRegressor
Bias,-2670.4910637842436
MaxDev,84101.56249999994
MeanAbsDev,14441.417647688359
RMSE,20534.851959059473
R2,0.9196557670578791
Adj_R2,0.8912550149481061
Skew,-0.8886628127860506
Kurt,2.67298547119735
AIC,5953.049229223641
F,3.6608954718623568
User,dantole
Date,2020-05-29 23-25
