,0
Model,GradientBoostingRegressor
Bias,-2526.3628044945863
MaxDev,114438.4295490362
MeanAbsDev,13704.377679643321
RMSE,20107.256013554852
R2,0.9229669361547682
Adj_R2,0.8957366438187793
Skew,-1.0566967497566941
Kurt,5.271652235486133
AIC,5940.760238368236
F,3.88283381130612
User,simondyates
Date,2020-05-28 18-32
