,0
Model,GradientBoostingRegressor
Bias,-394.7528670316701
MaxDev,162333.00423758343
MeanAbsDev,14402.812572221483
RMSE,21546.610991112913
R2,0.9241055914772851
Adj_R2,0.02523529177749096
Skew,-1.1672280643250301
Kurt,11.74804702255051
AIC,5983.136711213737
F,4.409657485515701
User,simondyates
Date,2020-05-27 19:05
