,0
Model,SVR
Bias,-3019.909302561908
MaxDev,183635.5331857563
MeanAbsDev,20261.955609926114
RMSE,31588.940526392194
R2,0.8368744611296032
Adj_R2,0.7792114799475094
Skew,-1.5960403430575436
Kurt,7.891088559741597
AIC,6204.56841530512
F,1.6665824392540942
User,simondyates
Date,2020-05-28 18-46
