,0
Model,LinearRegression
Bias,-2813.1176132065084
MaxDev,81459.19850136648
MeanAbsDev,15369.923914396175
RMSE,21534.607900383817
R2,0.9116420780208083
Adj_R2,0.9078417372905205
Skew,-0.6940916306812809
Kurt,1.8730510092705952
AIC,5852.811288426381
F,0.3865869295481876
User,simondyates
Date,2020-05-29 16-45
