,0
Model,Ridge
Bias,-2453.3351954558793
MaxDev,86138.92758167337
MeanAbsDev,14583.31857182983
RMSE,20539.033226321644
R2,0.9196230446488374
Adj_R2,0.8912107255479613
Skew,-0.7365339580936152
Kurt,2.821758113338271
AIC,5953.168130081378
F,3.7164238220548746
User,dantole
Date,2020-05-29 21-19
